nummer,naam stier,gebjr,run nummer,basis,kicode,owner,base,rel NVI,NVI,source production,rel Inet,dochters productie,milk,fat,protein,lactose,rel milk,rel fat,rel prot,rel lact,source dmi,daughters dmi,rel dmi direct,rel dmi incl voorspellers,rel bvo,rel bvk,dmi direct,dmi incl voorspellers,FSM,FSCM,bvo obv selectieindex,rel bvo new,diff bvo
HOLNLDM000474998807,EUROIKESSY PALADIN,2006,241,1,978065,CO60,2024HC,91,-183,E,96,173,-170,-53,-25,3,97,97,96,97,E,0,55,77,61,61,-53,-127,-7,-7,22,61,-29
HOLNLDM000563462167,HOLBRA MARCO,2022,241,1,391104,KI39,2024HC,71,259,G,77,0,1009,26,38,46,84,82,77,77,G,0,47,73,51,51,-40,135,-1,-1,-7,51,6
HOLNLDM000634724594,DG SHAKIR,2022,241,1,784961,IM90,2024HC,70,253,G,76,0,1027,99,43,53,82,81,76,75,G,0,47,72,50,50,60,174,124,120,59,50,65
HOLDEUM000354412245,SNOWMASTER,2011,241,1,766666,IM03,2024HC,89,9,E,95,84,891,3,8,43,97,96,95,96,E,0,54,77,61,61,0,74,-22,-21,-16,61,-6
HOLDEUM000354494759,SEASON,2013,241,1,769099,IM74,2024HC,75,22,J,82,0,598,-3,0,25,87,85,82,86,J,0,49,74,54,54,-55,-80,95,92,72,54,23
HOLNLDM000494026399,OOSTERZICHT GENERAL,2008,241,1,979999,CO60,2024HC,92,-197,E,97,245,-330,-20,-9,-10,98,98,97,98,E,0,51,76,60,60,5,-39,-21,-20,-7,60,-14
HOLNLDM000444096993,DELTA OMEGA,2006,241,1,978004,CO60,2024HC,90,-203,E,96,165,-283,-52,-23,-20,97,97,96,97,E,0,55,77,61,61,-183,-262,112,109,109,61,3
HOLNLDM000444195928,DELTA MARIACHI,2006,241,1,977789,CO60,2024HC,89,-248,E,95,122,-562,-19,-22,-27,96,96,95,96,E,0,53,77,61,61,-54,-118,32,31,36,61,-4
HOLDEUM000354827908,FRIDAY,2011,241,1,767050,VL06,2024HC,82,-59,J,89,0,-43,-32,-30,1,92,91,89,89,J,0,50,75,57,57,-83,-67,-31,-30,-6,57,-25
HOLNLDM000634724215,DG ABSOLVE RC,2022,241,1,784964,IM90,2024HC,70,224,G,76,0,1346,81,46,69,82,81,76,75,G,0,47,72,50,50,112,253,24,23,-5,50,29
HOLNLDM000424768166,SIOUX STARLINE,2007,241,1,978511,CO60,2024HC,76,-163,J,79,0,22,-28,-16,4,84,83,79,85,J,0,40,71,50,50,-137,-133,61,59,56,50,5
HOLNLDM000664898766,DELTA WIRDUM,2018,241,1,942179,CO60,2024HC,94,117,E,96,3486,68,16,25,-2,97,97,96,97,E,39,75,84,71,71,-78,-15,73,71,47,71,26
HOLNLDM000534984764,GANVO ARMANI,2010,241,1,940609,CO60,2024HC,90,-96,E,96,160,41,7,1,-2,97,97,96,97,E,0,54,77,61,61,-28,-38,52,50,38,61,14
HOLNLDM000734238924,DELTA WATCH OUT,2012,241,1,940826,CO60,2024HC,90,12,E,96,174,73,-25,4,5,97,97,96,97,E,0,52,76,60,60,-67,-52,8,8,11,60,-3
HOLNLDM000594262808,DELTA HEADER P,2023,241,1,942990,CO60,2024HC,69,281,G,75,0,1365,80,67,73,82,80,75,75,G,0,47,72,50,50,30,230,71,69,29,50,42
HOLNLDM000644363725,BIG SPELL,2009,241,1,940199,CO60,2024HC,97,-23,E,99,4506,-884,0,-16,-50,99,99,99,99,E,3,58,78,63,63,-117,-100,40,39,31,63,9
HOLNLDM000764309421,APPELHOF'S HARDWELL,2013,241,1,941211,CO60,2024HC,90,-74,E,96,167,309,-13,-6,17,97,97,96,97,E,0,49,76,60,60,-15,5,-24,-23,-8,60,-16
HOLNLDM000764300121,DELTA GNIAL,2011,241,1,940726,CO60,2024HC,92,-145,E,97,191,-213,-26,-19,-12,97,97,97,97,E,0,54,77,61,61,-56,-83,-2,-2,14,61,-16
HOLFRAM005502573588,OLIZY,2018,241,1,784116,KI34,2024HC,78,125,J,83,0,394,45,15,16,88,87,83,87,J,0,47,74,54,54,36,141,-18,-17,-28,54,10
HOLNLDM000674924855,DELTA DUNDEE,2018,241,1,942260,CO60,2024HC,76,155,G,81,0,16,36,11,11,86,85,81,79,G,0,51,74,53,53,116,101,-5,-5,-14,53,9
HOLDEUM000364054923,AERONAUT,2022,241,1,785127,IM03,2024HC,67,207,G,73,0,847,54,41,36,81,79,73,74,G,0,47,72,50,50,66,266,-79,-77,-68,50,-11
HOLUSAM003237494603,TTM TV BASTION P,2021,241,1,942749,CO60,2024HC,67,212,G,73,0,1329,80,39,62,81,79,73,74,G,0,47,72,50,50,-39,193,68,66,28,50,40
HOLNLDM000764268982,TEXEL BEAUTY SERGIO,2012,241,1,782208,VL21,2024HC,80,-86,J,84,0,1233,11,15,52,89,87,84,87,J,0,52,75,55,55,61,74,10,10,5,55,5
HOLNLDM000484260482,LOWLANDS UPCLASS,2007,241,1,978830,CO60,2024HC,90,-225,E,96,155,-510,-60,-37,-31,97,97,96,97,E,0,56,78,62,62,-120,-255,64,62,79,62,-15
HOLNLDM000384379291,PONSSTAR SHOGUN,2005,241,1,36619,KI36,2024HC,97,-34,D,99,9981,274,-18,-8,20,99,99,99,99,D,5,61,79,64,64,-42,-4,-25,-24,-6,64,-19
HOLNLDM000644363732,BIG THOMAS,2009,241,1,940234,CO60,2024HC,91,-99,E,96,164,909,-31,-1,44,97,97,96,97,E,0,53,77,61,61,49,13,-41,-40,-16,61,-25
HOLFRAM002912557964,ROZYWILL,2020,241,1,785055,KI34,2024HC,73,237,G,78,0,1326,73,54,67,84,83,78,77,G,0,51,74,53,53,116,270,-3,-3,-21,53,18
HOLNLDM000524213982,NEWHOUSE GOFAST,2008,241,1,979919,CO60,2024HC,97,-47,E,99,13479,-273,-28,-19,-19,99,99,99,99,E,19,76,84,71,71,-181,-157,62,60,63,71,-1
HOLNLDM000494333299,GYROS,2008,241,1,39584,KI39,2024HC,95,-104,E,99,931,-523,-27,-19,-27,99,99,99,99,E,0,53,77,62,62,-132,-225,125,121,111,62,14
HOLDEUM000124403752,ELL BESAR P,2021,241,1,784595,IM74,2024HC,67,181,G,73,0,1541,35,38,73,81,79,73,74,G,0,47,72,50,50,40,197,-21,-20,-20,50,-1
HOLNLDM000754797988,DELTA LEADER P,2016,241,1,941783,CO60,2024HC,85,9,E,91,26,-1234,-12,-16,-58,93,93,91,93,E,0,54,76,58,58,-11,-98,6,6,7,58,-1
HOLNLDM000474329007,DELTA OGDEN,2006,241,1,978026,CO60,2024HC,91,-242,E,96,181,-334,-6,-31,-13,97,97,96,97,E,0,55,77,61,61,54,-22,-35,-34,-10,61,-25
HOLNLDM000934271679,JK  DG  CHIEL,2015,241,1,39838,KI39,2024HC,84,29,E,92,61,-511,-19,-19,-28,94,94,92,94,E,0,49,75,58,58,-169,-175,91,88,79,58,12
HOLDEUM000355338536,SOLTAO,2011,241,1,767481,KI34,2024HC,85,-51,E,89,29,-561,-36,-17,-31,91,91,89,91,E,0,50,75,57,57,27,-45,-75,-73,-43,57,-32
HOLNLDM000435646525,DELTA BURKINA,2005,241,1,977579,CO60,2024HC,90,-281,E,96,155,-1270,-66,-30,-51,97,97,96,97,E,0,53,77,61,61,-242,-322,109,106,109,61,0
HOLNLDM000614974395,DELTA XANDER,2019,241,1,942402,CO60,2024HC,79,231,G,84,0,167,74,32,6,88,88,84,88,G,0,51,75,56,56,18,175,18,17,-15,56,33
HOLNLDM000435646518,DELTA LAPWING,2005,241,1,977589,CO60,2024HC,90,-210,E,96,141,-958,-55,-25,-36,97,96,96,97,E,0,52,76,60,60,-76,-197,25,24,41,60,-16
HOLESPM004803512388,L. SALCES WINDSOR BALTIMORE,2011,241,1,768153,KI22,2024HC,80,-113,J,84,0,375,-11,-8,5,88,87,84,87,J,0,51,74,54,54,11,-69,42,41,36,54,6
HOLUSAM003147840004,PEAK PARSON,2017,241,1,942165,CO60,2024HC,78,134,J,83,0,1644,46,31,66,88,86,83,87,J,0,48,73,53,53,60,175,10,10,-7,53,17
HOLNLDM000474328965,DELTA OKTOBER,2006,241,1,978013,CO60,2024HC,91,-72,E,97,181,307,-54,-22,8,97,97,97,97,E,0,51,76,60,60,-250,-233,104,101,108,60,-4
HOLNLDM000714486680,PEELDIJKER CONVERSE,2017,241,1,781254,IM74,2024HC,90,187,E,96,446,1275,21,27,70,97,97,96,97,E,0,55,77,61,61,-62,70,63,61,40,61,23
HOLNLDM000575774137,DELTA STATEMENT,2022,241,1,942958,CO60,2024HC,69,311,G,75,0,1589,68,77,83,82,80,75,75,G,0,48,73,51,51,41,233,62,60,29,51,33
HOLNLDM000894813728,POPPE RED HOT FILOU RDC,2017,241,1,780920,IM74,2024HC,82,84,J,90,0,132,-10,8,2,92,91,90,89,J,0,54,76,58,58,68,76,-87,-84,-64,58,-23
HOLNLDM000484504582,FORESTSIDE STARDUST,2007,241,1,978731,CO60,2024HC,88,-141,E,94,94,202,-10,-13,8,96,95,94,95,E,0,51,76,59,59,-94,-93,65,63,60,59,5
HOLNLDM000464520683,TOLHOEK NETO,2006,241,1,978157,CO60,2024HC,89,-250,E,95,128,330,-17,-12,16,96,96,95,96,E,0,51,76,59,59,-55,-88,54,52,54,59,0
HOLNLDM000535767306,ZANDENBURG DAYLIGHT,2009,241,1,940232,CO60,2024HC,90,-71,E,96,138,-1039,-26,-23,-45,97,97,96,97,E,0,50,76,60,60,-68,-202,85,82,77,60,8
HOLUSAM003128043612,PEAK SATIN,2014,241,1,941652,CO60,2024HC,76,-11,G,82,0,-215,19,-12,-13,87,86,82,80,G,0,48,73,53,53,-83,3,13,13,4,53,9
HOLDEUM000364104153,FEDEX P,2021,241,1,784597,IM74,2024HC,70,130,G,76,0,1294,41,39,65,83,81,76,76,G,0,47,72,50,50,112,235,-52,-50,-46,50,-6
HOLNLDM000605984734,DE SCHOTHORST LONAR,2011,241,1,82779,,2024HC,80,-112,D,89,39,-1092,-35,-44,-46,90,90,89,90,D,23,71,82,65,65,-236,-307,148,144,127,65,21
HOLNLDM000435667076,DELTA ESTELI,2005,241,1,977588,CO60,2024HC,90,-289,E,96,133,-645,-40,-28,-40,97,96,96,96,E,0,54,77,61,61,32,-73,-74,-72,-40,61,-34
HOLDEUM000355420215,ROBSON,2012,241,1,767645,VL06,2024HC,80,6,J,89,0,455,-27,-11,24,91,91,89,89,J,0,50,75,57,57,-61,-120,73,71,66,57,7
HOLFRAM005502638213,RAMSES RF,2020,241,1,783752,KI34,2024HC,73,124,G,79,0,51,12,8,5,85,83,79,78,G,0,47,73,52,52,96,140,-102,-99,-76,52,-26
HOLNLDM000965800714,DELTA PALTROW,2012,241,1,940957,CO60,2024HC,90,-86,E,96,156,-125,-27,-7,0,97,97,96,97,E,0,53,77,61,61,-28,-14,-50,-49,-28,61,-22
HOLNLDM000435667069,DELTA GOMA,2005,241,1,977587,CO60,2024HC,91,-258,E,96,165,-484,-36,-19,-29,97,97,96,97,E,2,53,77,61,61,-54,-92,-28,-27,-7,61,-21
HOLNLDM000685976711,DELTA LARRY,2017,241,1,941988,CO60,2024HC,83,38,E,89,22,-752,21,9,-34,92,92,89,92,E,0,52,76,58,58,-40,49,-25,-24,-32,58,7
HOLUSAM003138277108,CAL-ROY-AL YODA,2016,241,1,780604,KI56,2024HC,92,214,E,97,437,1244,70,46,69,98,98,97,98,E,1,51,76,60,60,188,261,-7,-7,-38,60,31
HOLNLDM000485099438,GROENIBO DAMASCUS,2007,241,1,39471,KI39,2024HC,95,-159,E,99,635,19,-19,-2,-6,99,99,99,99,E,0,54,77,62,62,-14,-42,-5,-5,0,62,-5
HOLDEUM001404248952,RODGER,2012,241,1,781439,IM03,2024HC,83,0,E,86,39,928,-2,4,51,90,89,86,89,E,0,50,75,56,56,0,-2,46,45,38,56,8
HOLNLDM000495687964,ETAZON ARAGON,2008,241,1,979932,CO60,2024HC,91,-120,E,96,178,839,-4,-1,26,97,97,96,97,E,0,54,77,61,61,-58,-17,30,29,29,61,1
HOLNLDM000495639561,DE VOLMER VELOX,2008,241,1,978881,CO60,2024HC,91,-185,E,97,193,-408,-46,-18,-25,97,97,97,97,E,0,54,77,61,61,-117,-194,58,56,62,61,-4
HOLNLDM000734403647,DREEFZICHT GALAXY,2011,241,1,940667,CO60,2024HC,91,-38,E,97,184,-481,-37,-23,-21,97,97,97,97,E,0,54,77,61,61,-59,-107,-13,-13,9,61,-22
HOLNLDM000605729678,SIOUX FRONTLINE,2010,241,1,940551,CO60,2024HC,89,-118,E,95,121,278,-5,-18,6,96,96,95,96,E,0,51,76,59,59,12,8,-32,-31,-13,59,-19
HOLNLDM000694388754,SKALSUMER PILATES,2016,241,1,941849,CO60,2024HC,95,123,E,99,975,384,41,29,20,99,99,99,99,E,2,50,76,61,61,74,133,0,0,-26,61,26
HOLDEUM000364274946,WESTBURY,2022,241,1,784878,IM03,2024HC,68,295,G,74,0,725,79,35,29,81,79,74,74,G,0,47,72,50,50,-31,110,117,113,59,50,58
HOLNLDM000685976393,DELTA FRONTLINE,2017,241,1,941944,CO60,2024HC,92,215,E,97,327,1716,25,47,70,98,97,97,98,E,3,56,78,62,62,32,132,30,29,3,62,27
HOLNLDM000475854586,DELTA PATROL,2006,241,1,978127,CO60,2024HC,90,-169,E,96,137,230,-15,-9,-2,97,97,96,97,E,0,54,77,61,61,-7,-69,26,25,29,61,-3
HOLUSAM003147839955,PEAK MAXIMO,2017,241,1,942167,CO60,2024HC,76,84,J,84,0,933,35,19,39,89,88,84,87,J,0,48,74,55,55,7,121,6,6,-7,55,13
